Lough,RepresentativeMonitoringPoints,ShellfishSpecies,DateOfSampling ,DSP-OA+PTX160micrograms/kilograms,DSP-AZA160micrograms/kilograms,DSP-YTX3.75milligram/kilogram,PSP80micrograms/100grams,ASP20micrograms/grams,CurrentStatus,Comments
Belfast,RMP4 - B20 - AFFNI54,Mussels,2020-09-01,NEG,NEG,NEG,NT,NT,OPEN,
Belfast,RMP4 - B20 - AFFNI54,Mussels,2020-09-07,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI54,Mussels,2020-10-19,NEG,NEG,NEG,NT,NT,OPEN,
Carlingford,C7 - AFFNI73,Oysters,2020-01-28,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C7 - AFFNI73,Oysters,2020-02-25,NEG,NEG,NEG,NEG,0.6,OPEN,
Carlingford,C7 - AFFNI73,Oysters,2020-03-24,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C7 - AFFNI73,Oysters,2020-04-22,,,,,,,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C7 - AFFNI73,Oysters,2020-05-06,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C7 - AFFNI73,Oysters,2020-05-19,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C7 - AFFNI73,Oysters,2020-06-17,NEG,NEG,NEG,NEG,NEG,,
Carlingford,C7 - AFFNI73,Oysters,2020-07-22,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C7 - AFFNI73,Oysters,2020-08-19,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C7 - AFFNI73,Oysters,2020-09-08,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C7 - AFFNI73,Oysters,2020-10-07,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C7 - AFFNI73,Oysters,2020-11-03,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C9 - AFFNI39,Oysters,2020-01-15,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C9 - AFFNI39,Oysters,2020-02-11,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C9 - AFFNI39,Oysters,2020-03-10,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C9 - AFFNI40,Oysters,2020-04-07,,,,,,,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C9 - AFFNI41,Oysters,2020-05-06,,,,,,,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C9 - AFFNI42,Oysters,2020-06-03,,,,,,,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C9 - AFFNI42,Oysters,2020-09-08,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C9 - AFFNI42,Oysters,2020-09-23,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C9 - AFFNI42,Oysters,2020-10-21,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C9 - AFFNI42,Oysters,2020-11-17,NEG,NEG,NEG,NEG,0.85,OPEN,
Carlingford,C2 - AFFNI74,Mussels,,,,,,,Declassified ,Bed declassified on 4th November 2020
Carlingford, C11 - AFFNI84,Oysters,2020-01-28,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C11 - AFFNI84,Oysters,2020-02-25,NEG,NEG,NEG,NEG,0.5,OPEN,
Carlingford, C11 - AFFNI84,Oysters,2020-03-24,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C11 - AFFNI84,Oysters,2020-04-22,NEG,NEG,NEG,NEG,0.9,OPEN,
Carlingford, C11 - AFFNI84,Oysters,2020-05-19,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C11 - AFFNI84,Oysters,2020-06-17,16,NEG,NEG,NEG,0.47,OPEN,
Carlingford, C11 - AFFNI84,Oysters,2020-07-07,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C11-AFFNI84,Oysters,2020-07-22,NEG,NEG,NEG,NEG,1.5,OPEN,
Carlingford,C11-AFFNI84,Oysters,2020-08-19,31,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C11-AFFNI84,Oysters,2020-09-08,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C11-AFFNI84,Oysters,2020-10-07,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C11-AFFNI84,Oysters,2020-11-03,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C3 - AFFNI94,Mussels,2020-11-04,,,,,,Declassified ,Bed declassified on 4th November 2020
Carlingford,C4 - AFFNI68,Mussels,2020-11-04,,,,,,Declassified ,Bed declassified on 4th November 2020
Carlingford,Narrow Water Wild Fishery,Mussels,2020-01-28,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,2020-02-25,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,2020-03-24,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,2020-04-22,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,2020-05-20,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,2020-06-17,NEG,NEG,NEG,NEG,NEG,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,2020-07-22,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,2020-08-19,20,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,2020-09-08,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,2020-10-07,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,2020-11-03,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C15 - AFFNI89,Oysters,2020-01-15,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C15 - AFFNI89,Oysters,2020-02-11,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C15 - AFFNI89,Oysters,2020-03-10,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C15 - AFFNI89,Oysters,2020-05-06,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C15 - AFFNI89,Oysters,2020-06-03,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C15 - AFFNI89,Oysters,2020-07-07,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C15 - AFFNI89,Oysters,2020-08-05,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C15 - AFFNI89,Oysters,2020-08-26,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C15 - AFFNI89,Oysters,2020-09-23,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C15 - AFFNI89,Oysters,2020-10-21,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C15 - AFFNI89,Oysters,2020-11-17,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C17 - AFFNI 92,Oysters,2020-01-15,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C17 - AFFNI 92,Oysters,2020-02-11,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C17 - AFFNI 92,Oysters,2020-03-10,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C17 - AFFNI 92,Oysters,2020-04-07,,,,,,OPEN,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford, C17 - AFFNI 92,Oysters,2020-05-06,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C17 - AFFNI 92,Oysters,2020-06-03,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C17 - AFFNI 92,Oysters,2020-07-07,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C17 - AFFNI 92,Oysters,2020-08-05,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C17 - AFFNI 92,Oysters,2020-08-26,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C17 - AFFNI 92,Oysters,2020-09-23,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C17 - AFFNI 92,Oysters,2020-10-21,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C17 - AFFNI 92,Oysters,2020-11-17,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C1 - AFFNI27,Mussels,2020-01-28,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C1 - AFFNI27,Mussels,2020-02-25,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C1 - AFFNI27,Mussels,2020-03-24,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C1 - AFFNI28,Mussels,2020-04-22,,,,,,OPEN,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C1 - AFFNI29,Mussels,2020-05-20,,,,,,OPEN,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C1 - AFFNI30,Mussels,2020-06-17,,,,,,OPEN,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C1 - AFFNI30,Mussels,2020-07-22,,,,,,OPEN,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-01-06,NEG,NEG,NEG,NEG,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-01-20,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-02-03,NEG,NEG,NEG,NEG,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-02-10,,,,,,OPEN,Sampling rescheduled due to inclement weather conditions
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-02-12,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-02-17,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-02-25,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-03-02,NEG,NEG,NEG,NEG,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-03-10,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-03-16,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-03-24,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-03-30,,,,,,OPEN,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-04-07,,,,,,OPEN,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-04-15,NEG,NEG,NEG,NEG,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-04-21,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-04-27,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-05-05,NEG,NEG,NEG,NEG,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-06-01,NEG,NEG,NEG,NEG,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-06-15,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-06-29,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-07-08,NEG,NEG,NEG,NEG,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-07-15,NT,NT,NT,NT,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-07-21,NEG,NEG,NEG,NT,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-07-27,NT,NT,NT,NT,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-08-04,28,NEG,NEG,NEG,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-08-10,21,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-08-18,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-08-24,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-09-02,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-09-07,NEG,NEG,NEG,NEG,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-09-15,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-09-21,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-09-29,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-10-05,NEG,NEG,NEG,NEG,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-10-12,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-10-20,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-10-26,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2020-11-09,NEG,NEG,NEG,NEG,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-01-06,,,,,,OPEN,Missed sample. Due to high tides the sampling officers were unable to access the mussel trestles. 
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-01-15,NEG,NEG,NEG,NEG,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-01-20,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-02-03,NEG,NEG,NEG,NEG,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-02-10,,,,,,OPEN,Sampling rescheduled due to inclement weather conditions
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-02-12,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-02-17,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-02-25,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-03-02,NEG,NEG,NEG,NEG,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-03-10,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-03-16,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-03-24,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-03-30,,,,,,OPEN,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-04-07,,,,,,OPEN,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-04-15,,,,,,OPEN,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-04-21,,,,,,OPEN,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-04-27,,,,,,OPEN,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-05-05,,,,,,OPEN,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-06-01,,,,,,OPEN,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-06-15,,,,,,OPEN,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-06-29,,,,,,OPEN,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-07-08,46,NEG,NEG,NEG,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-07-15,27,NEG,NEG,NEG,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-07-21,36,NEG,NEG,NT,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-07-27,NT,NT,NT,NT,0.89,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-08-04,89,NEG,NEG,NEG,1.4,OPEN,Half action level reported for okadaic acid. LT flesh sample scheduled for 10/08/2020. 
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-08-10,95,NEG,NEG,NT,NT,OPEN,Half action level reported for okadaic acid. LT flesh sample scheduled for 18/08/2020. 
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-08-18,66,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-08-24,59,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-09-02,56,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-09-07,34,NEG,NEG,NEG,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-09-15,14,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-09-21,23,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-09-29,16,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-10-05,NEG,NEG,NEG,NEG,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-10-12,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-10-20,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-10-26,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2020-11-09,NEG,NEG,NEG,NEG,<0.3,OPEN,
Killough,K1 - AFFNI18,Oysters,2020-01-20,NEG,NEG,NEG,NEG,<0.3,OPEN,
Killough,K1 - AFFNI18,Oysters,2020-02-17,NEG,NEG,NEG,NEG,<0.3,OPEN,
Killough,K1 - AFFNI18,Oysters,2020-03-16,NEG,NEG,NEG,NEG,<0.3,OPEN,
Killough,K1 - AFFNI18,Oysters,2020-04-21,,,,,,,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Killough,K1 - AFFNI18,Oysters,2020-05-05,NEG,NEG,NEG,NEG,<0.3,OPEN,Additional biotoxin sample taken as harvesting has resumed.
Killough,K1 - AFFNI18,Oysters,2020-05-19,NEG,NEG,NEG,NEG,<0.3,OPEN,
Killough,K1 - AFFNI18,Oysters,2020-06-15,NEG,NEG,NEG,34,2.0,OPEN,
Killough,K1 - AFFNI18,Oysters,2020-07-08,NEG,NEG,NEG,NEG,0.69,OPEN,
Killough,K1 - AFFNI18,Oysters,2020-07-15,NEG,NEG,NEG,NT,NT,OPEN,
Killough,K1 - AFFNI18,Oysters,2020-07-21,NEG,NEG,NEG,NT,NT,OPEN,
Killough,K1 - AFFNI18,Oysters,2020-07-27,NEG,NEG,NEG,NT,NT,OPEN,
Killough,K1 - AFFNI18,Oysters,2020-08-04,NEG,NEG,NEG,NEG,1.1,OPEN,
Killough,K1 - AFFNI18,Oysters,2020-08-24,NEG,NEG,NEG,NT,NT,OPEN,
Killough,K1 - AFFNI18,Oysters,2020-09-07,NEG,NEG,NEG,NEG,<0.3,OPEN,
Killough,K1 - AFFNI18,Oysters,2020-10-05,NEG,NEG,NEG,NEG,<0.3,OPEN,
Killough,K1 - AFFNI18,Oysters,2020-10-12,NEG,NEG,NEG,NT,NT,OPEN,
Killough,K1 - AFFNI18,Oysters,2020-10-20,NEG,NEG,NEG,NT,NT,OPEN,
Killough,K1 - AFFNI18,Oysters,2020-10-26,NEG,NEG,NEG,NT,NT,OPEN,
Killough,K1 - AFFNI18,Oysters,2020-11-09,NEG,NEG,NEG,NEG,<0.3,OPEN,
Killough,K1 - AFFNI18,Mussel,,,,,,,DORMANT 01/01/2020,
Lough Foyle,Production Area 3,Mussels ,2020-01-09,NEG,NEG,NEG,NEG,<0.3,OPEN,
Lough Foyle,Production Area 3,Mussels ,2020-02-05,NEG,NEG,NEG,NEG,<0.3,OPEN,
Lough Foyle,Production Area 3,Mussels ,2020-03-03,NEG,NEG,NEG,NEG,<0.3,OPEN,
Lough Foyle,Production Area 3,Mussels ,2020-04-07,,,,,,OPEN,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 3,Mussels ,2020-05-05,,,,,,OPEN,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 3,Mussels ,2020-06-03,,,,,,OPEN,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 4,Mussels ,2020-01-09,NEG,NEG,NEG,NEG,<0.3,OPEN,
Lough Foyle,Production Area 4,Mussels ,2020-02-05,NEG,NEG,NEG,NEG,<0.3,OPEN,
Lough Foyle,Production Area 4,Mussels ,2020-03-03,NEG,NEG,NEG,NEG,<0.3,OPEN,
Lough Foyle,Production Area 4,Mussels ,2020-04-07,,,,,,OPEN,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 4,Mussels ,2020-05-05,,,,,,OPEN,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 4,Mussels ,2020-06-03,,,,,,OPEN,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 3,Oysters,2020-01-09,NEG,NEG,NEG,NEG,<0.3,OPEN,
Lough Foyle,Production Area 3,Oysters,2020-02-05,NEG,NEG,NEG,NEG,<0.3,OPEN,
Lough Foyle,Production Area 3,Oysters,2020-03-03,NEG,NEG,NEG,NEG,<0.3,CLOSED,Native oyster fishery closed until September 2020
Lough Foyle,Production Area 3,Oysters,2020-09-09,NEG,NEG,NEG,NEG,<0.3,CLOSED,First clear sample before opening 
Lough Foyle,Production Area 3,Oysters,2020-09-15,NEG,NEG,NEG,NEG,<0.3,CLOSED,Second clear sample before opening 
Lough Foyle,Production Area 3,Oysters,2020-10-06,NEG,NEG,NEG,NEG,<0.3,OPEN,
Lough Foyle,Production Area 3,Oysters,2020-11-03,NEG,NEG,NEG,NEG,<0.3,OPEN,
Lough Foyle,Production Area 4,Oysters ,2020-01-09,NEG,NEG,NEG,NEG,<0.3,OPEN,
Lough Foyle,Production Area 4,Oysters ,2020-02-05,NEG,NEG,NEG,NEG,<0.3,OPEN,
Lough Foyle,Production Area 4,Oysters ,2020-03-03,NEG,NEG,NEG,NEG,<0.3,CLOSED,Native oyster fishery closed until September 2020
Lough Foyle,Production Area 4,Oysters ,2020-09-09,NEG,NEG,NEG,NEG,<0.3,CLOSED,First clear sample before opening 
Lough Foyle,Production Area 4,Oysters ,2020-09-15,NEG,NEG,NEG,NEG,<0.3,CLOSED,Second clear sample before opening 
Lough Foyle,Production Area 4 ,Oysters,2020-10-06,NEG,NEG,NEG,NEG,<0.3,OPEN,
Lough Foyle,Production Area 4 ,Oysters,2020-11-03,NEG,NEG,NEG,NEG,<0.3,OPEN,
Larne Lough,L5 - AFFNI21B,Mussels,,,,,,,DORMANT 01/01/2020,
Larne Lough,L3 - AFFNI88,Oysters,2020-01-07,NEG,NEG,NEG,NEG,<0.3,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2020-01-21,NEG,NEG,NEG,NEG,<0.3,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2020-02-04,NEG,NEG,NEG,NEG,<0.3,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2020-02-18,NEG,NEG,NEG,NEG,<0.3,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2020-03-03,NEG,NEG,NEG,NEG,<0.3,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2020-03-18,NEG,NEG,NEG,NEG,<0.3,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2020-03-31,NEG,NEG,NEG,NEG,<0.3,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2020-04-15,NEG,NEG,NEG,NT,NT,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2020-04-21,NEG,NEG,NEG,NT,NT,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2020-04-28,NEG,NEG,NEG,NT,NT,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2020-05-06,NEG,NEG,NEG,NEG,<0.3,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2020-05-19,NEG,NEG,NEG,NT,NT,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2020-06-03,NEG,NEG,NEG,NEG,<0.3,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2020-06-09,NEG,NEG,NEG,NT,NT,OPEN,Larne samples were delayed by 24 hours due to work near the entrance of the site. Taken 10th June 
Larne Lough,L3 - AFFNI88,Oysters,2020-06-16,NEG,NEG,NEG,NT,NT,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2020-06-22,NEG,NEG,NEG,NT,NT,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2020-06-30,NEG,NEG,NEG,NT,NT,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2020-07-07,NEG,NEG,NEG,NEG,<0.3,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2020-07-15,NEG,NEG,NEG,NT,NT,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2020-07-22,NEG,NEG,NEG,NT,NT,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2020-07-27,NEG,NEG,NEG,NT,NT,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2020-08-04,NEG,NEG,NEG,NEG,<0.3,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2020-08-11,NEG,NEG,NEG,NT,NT,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2020-08-19,NEG,NEG,NEG,NEG,<0.3,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2020-08-26,NEG,NEG,NEG,NT,NT,OPEN,Samples delayed by 24 hours due to bad weather.
Larne Lough,L3 - AFFNI88,Oysters,2020-09-01,NEG,NEG,NEG,NT,NT,OPEN,
