Lough,RepresentativeMonitoringPoints,ShellfishSpecies,DateOfSampling ,DSP-OA+PTX160micrograms/kilograms,DSP-AZA160micrograms/kilograms,DSP-YTX3.75milligram/kilogram,PSP80micrograms/100grams,ASP20micrograms/grams,CurrentStatus,Comments
Belfast,RMP4 - B20 - AFFNI53,Mussels,2021-02-01,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2021-02-11,NEG,NEG,NEG,NT,NT,OPEN,Sample delayed due to strong winds 
Carlingford,C7 - AFFNI73,Oysters,2021-01-12,NEG,NEG,NEG,NEG,<0.3,OPEN,Sample delayed - Loughs Agency unable to retrieve sample due to tide height.
Carlingford,C7 - AFFNI73,Oysters,2021-02-03,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C9 - AFFNI39,Oysters,2021-01-19,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C11 - AFFNI84,Oysters,2021-01-06,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C11 - AFFNI84,Oysters,2021-02-03,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,2021-01-06,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,2021-02-03,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C15 - AFFNI89,Oysters,2021-01-19,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford, C17 - AFFNI 92,Oysters,2021-01-19,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C1 - AFFNI27,Mussels,2021-01-06,NEG,NEG,NEG,NEG,<0.3,OPEN,
Carlingford,C1 - AFFNI27,Mussels,2021-02-03,NEG,NEG,NEG,NEG,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2021-01-04,NEG,NEG,NEG,NEG,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2021-01-18,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2021-02-02,NEG,NEG,NEG,N,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Oysters,2021-02-08,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2021-01-04,NEG,NEG,NEG,NEG,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2021-01-18,NEG,NEG,NEG,NT,NT,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2021-02-02,NEG,NEG,NEG,NEG,<0.3,OPEN,
Dundrum,Inner North - DB1 - AFFNI95A,Mussels,2021-02-08,NEG,NEG,NEG,NT,NT,OPEN,
Killough,K1 - AFFNI18,Oysters,2021-01-04,NEG,NEG,NEG,NEG,0.35,OPEN,
Killough,K1 - AFFNI18,Oysters,2021-02-02,NEG,NEG,NEG,NEG,<0.3,OPEN,
Lough Foyle,Production Area 3,Mussels ,,,,,,,OPEN,
Lough Foyle,Production Area 4,Mussels ,,,,,,,OPEN,
Lough Foyle,Production Area 3,Oysters,2021-01-13,NEG,NEG,NEG,NEG,<0.3,OPEN,
Lough Foyle,Production Area 3,Oysters,2021-02-11,NEG,NEG,NEG,NEG,<0.3,OPEN,Sample delayed due to strong winds 
Lough Foyle,Production Area 4,Oysters ,2021-01-13,NEG,NEG,NEG,NEG,<0.3,OPEN,
Lough Foyle,Production Area 4,Oysters ,2021-02-11,NEG,NEG,NEG,NEG,<0.3,OPEN,Sample delayed due to strong winds 
Larne Lough,L3 - AFFNI88,Oysters,2021-01-06,NEG,NEG,NEG,NEG,<0.3,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2021-01-12,NEG,NEG,NEG,NT,NT,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2021-01-18,NEG,NEG,NEG,NT,NT,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2021-01-26,NEG,NEG,NEG,NT,NT,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2021-02-03,NEG,NEG,NEG,NEG,<0.3,OPEN,
Larne Lough,L3 - AFFNI88,Oysters,2021-02-08,NEG,NEG,NEG,NT,NT,OPEN,
Strangford,S2 - AFFNI42,Mussels,2021-01-04,NEG,NEG,NEG,NEG,<0.3,OPEN,
Strangford,S2 - AFFNI42,Mussels,2021-01-11,NEG,NEG,NEG,NT,NT,OPEN,
Strangford,S2 - AFFNI42,Mussels,2021-01-19,NEG,NEG,NEG,NT,NT,OPEN,
Strangford,S2 - AFFNI42,Mussels,2021-01-26,NEG,NEG,NEG,NT,NT,OPEN,
Strangford,S2 - AFFNI42,Mussels,2021-02-01,NEG,NEG,NEG,NEG,<0.3,CLOSED,Bed closed on 03/02/2021 due to a prohibited micro result.
Strangford,S2 - AFFNI42,Mussels,2021-02-09,NEG,NEG,NEG,NT,NT,CLOSED,Bed closed on 03/02/2021 due to a prohibited micro result.
Strangford,S7 - AFFNI76,Oysters,2021-01-14,,,,,,OPEN,Missed sample due to lack of daylight  
Strangford,S7 - AFFNI76,Oysters,2021-01-18,NEG,NEG,NEG,NEG,<0.3,OPEN,
Strangford,S7 - AFFNI76,Oysters,2021-01-26,NEG,NEG,NEG,NEG,<0.3,OPEN,
Strangford,S7 - AFFNI76,Oysters,2021-02-02,NEG,NEG,NEG,NEG,<0.3,OPEN,
Strangford,S7 - AFFNI76,Oysters,2021-02-09,NEG,NEG,NEG,NT,NT,OPEN,
